Name,Rating_in_Amazon,Price_in_Amazon,Amazon url,rating in flipkart,price in flipkart,flipkart url
Emotion and Relationships,4.6,192,https://www.amazon.in/EMOTION-RELATIONSHIPS-2-BOOKS-1/dp/9386867508/ref=sr_1_1?crid=2IGUAH5S26JQ9&dib=eyJ2IjoiMSJ9.uPInhE9fskClVfWij8TgpAjAnVAgjPV1vbXH8Z6-Dxi3Et931MKHmRTNWk73UCF2lp4jjZ6cfZZUAUmQzSI8Pv6Yn8MeDhmWljckwvmap-Ne9UtLGocO_NzxIyxfxXwY3TkwfeYnWwTpxrVdkgAErkcAaCz2ocotLt0iq_jWa_FFr6kYCVv4sNpH4nRDVy0JI0cK5iSaFQELPt6ANSiFvIQ1WuAsl0_alGhq4Qw9K7A.iSYKeNFapsvzX_KZlvhU4yBWHYE1F_5Ug0dfjZyB2oU&dib_tag=se&keywords=Emotion+and+Relationships&qid=1745722217&sprefix=emotion+and+relationships%2Caps%2C319&sr=8-1,4.6,221,https://www.flipkart.com/emotion-relationships/p/itmfyr6seqnk3ha9?pid=9789386867506&lid=LSTBOK97893868675060KFXPQ&marketplace=FLIPKART&q=Emotion+and+Relationships&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=07e22af1-a217-45a5-aa66-707c375de7e4.9789386867506.SEARCH&ppt=pp&ppn=pp&ssid=cc6e9quff40000001745722163138&qH=4cd36fe7cb89b861
How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,4.4,244,https://www.amazon.in/How-Memorize-Anything-Ultimate-Enlighten/dp/8184005210,4.4,260,https://www.flipkart.com/memorize-anything-ultimate-handbook-explore-improve-your-memory/p/itmfbz6zmnksgghr?pid=9788184005219&lid=LSTBOK9788184005219FPAHWK&marketplace=FLIPKART&q=How+to+Memorize+Anything%3A+The+Ultimate+Handbook+to+Enlighten+and+Improve+Your...&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=a3d2da34-60f6-4a79-8a21-8533f4015d99.9788184005219.SEARCH&ppt=sp&ppn=sp&ssid=o86z8ma74g0000001745722399818&qH=3e5dbaa072a2ed4c
The One Minute Manager,4.5,258,https://www.amazon.in/Self-Leadership-One-Minute-Manager/dp/B0799XB2JK/ref=sr_1_1?crid=2A1AIC86VAQ1V&dib=eyJ2IjoiMSJ9.KLKN651hIuFRInTNJ2uw1IbiqJdTi0FxNo9CPphAwz3WKvgjvYdzSBg6Tcp8Rd6L2YDxp6GKr9h8P7z0lidNTflwNVXqM2IFSMkJQe9C3QqYv2vEqZ_RwpLH3xhb9dZvQpyAKrE-xzPspo32aCj2xGRPAqsJIB_Di-CRgpbgX0eWchXhyhozG8NdoQVf5bMwMZ0JOBFpVCkeS-eSWQNWTpyukRjBYuEKx23A_-0QuD4.0GuzKLxG0VboV4ya_IhJIK_cDU4fxPbwyj0_noMaebM&dib_tag=se&keywords=The+One+Minute+Manager&qid=1745722490&s=digital-text&sprefix=the+one+minute+manager%2Cdigital-text%2C309&sr=1-1,4.5,157,https://www.flipkart.com/new-one-minute-manager/p/itm0307a057bf2a3?pid=9788172234997&lid=LSTBOK9788172234997NUNUA4&marketplace=FLIPKART&q=The+One+Minute+Manager&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3d36f2b9-8a72-44cf-b72d-2686bd752b70.9788172234997.SEARCH&ppt=pp&ppn=pp&ssid=yxgsrrdoj40000001745722444986&qH=108866537accf4db
You Can Heal Your Life,4.6,308,https://www.amazon.in/Heal-Your-Life-40th-Anniversary/dp/B0DDVFX516/ref=sr_1_1?crid=3F0KE04JWXGMC&dib=eyJ2IjoiMSJ9.KkEH0NHtIWQxtovcoFYQ9VDDHp4mrVBikggG_jRrxT6eEyD0_4TqlbhIDUwdolHAp1Ca2OhTR5lcMMNnC9A0kQC5mI9bawDnXWwyt5sWEpV-xpOF2ZHGP0T5t9Iv8MU9i1rF70oW8kq1F3RmkyhHoGugBUCpt_2UJ7fBZHVM6BYq8xxGbgKH3Y1tADW6rBDnhT6rPAVA1BHunUknwDBsMU0uJ1CVIRiQJTz_u31QvNI.a4GkZMM2zFB0KUQybXtAH0Bh4ZlDOe5R_4MAWI6Wa90&dib_tag=se&keywords=You+Can+Heal+Your+Life&qid=1745722574&s=audible&sprefix=you+can+heal+your+life%2Caudible%2C312&sr=1-1,4.2,288,https://www.flipkart.com/you-can-heal-your-life/p/itmfbj8mzhrv5byf?pid=9780937611012&lid=LSTBOK9780937611012E10AIY&marketplace=FLIPKART&q=You+Can+Heal+Your+Life&store=bks&srno=s_1_8&otracker=search&otracker1=search&fm=Search&iid=f8abf3f5-b93a-467f-a3d0-9adeef805b41.9780937611012.SEARCH&ppt=pp&ppn=pp&ssid=i57lf2rlg00000001745722644890&qH=3220d6146082a796
Kiss That Frog : 12 Great Ways To Turn Negatives Into Positives In Your Life...,2.7,44,https://www.amazon.in/Kiss-That-Frog-Negatives-Positives-ebook/dp/B0D98MLF1K/ref=sr_1_1?crid=39WIM3TIWET72&dib=eyJ2IjoiMSJ9.hUmtSic-kXaTzvqFcvscW7Ngk77B3xn07NKJ2ulCOcs.cyuhnedXapdxCMd7BRt5r_xKJa5uCwjVx0RQDEo6_TA&dib_tag=se&keywords=Kiss+That+Frog+%3A+12+Great+Ways+To+Turn+Negatives+Into+Positives+In+Your+Life...&nsdOptOutParam=true&qid=1745722802&s=digital-text&sprefix=kiss+that+frog+12+great+ways+to+turn+negatives+into+positives+in+your+life...%2Cdigital-text%2C296&sr=1-1,4.2,199,https://www.flipkart.com/kiss-frog-12-great-ways-turn-negatives-into-positives-your-life-work-malayalam/p/itm7287c8f7dcb8a?pid=9789355439642&lid=LSTBOK9789355439642HOJDQN&marketplace=FLIPKART&q=Kiss+That+Frog+%3A+12+Great+Ways+To+Turn+Negatives+Into+Positives+In+Your+Life...&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=e288291b-6572-4c39-9c3f-77a5824762ad.9789355439642.SEARCH&ppt=pp&ppn=pp&ssid=it1mu77x9c0000001745722693520&qH=8de8afdf607c2f3b
What Got You Here Won't Get You There: How Successful People Become Even More...,4.4,349,https://www.amazon.in/What-Got-Here-Wont-There-ebook/dp/B0041G68WS/ref=sr_1_1?crid=30QNEBRBS5LZR&dib=eyJ2IjoiMSJ9.QT1FKX_Exz0ebfk_9TQskvfduuu95YEEIhksc678FN4.oQvUGutjzrYg9VpO5esbhTaqwUEYrjpLp3aWNRB93cs&dib_tag=se&keywords=What+Got+You+Here+Won%27t+Get+You+There%3A+How+Successful+People+Become+Even+More...&nsdOptOutParam=true&qid=1745723073&s=digital-text&sprefix=what+got+you+here+won%27t+get+you+there+how+successful+people+become+even+more...%2Cdigital-text%2C313&sr=1-1,4.4,306,https://www.flipkart.com/got-you-here-won-t-get-there-successful-people-become-even-more-successful-discover-20-workplace-habits-need-break-audio/p/itm87cd36c3494d5?pid=RBKGWHFWNYHFHKHZ&lid=LSTRBKGWHFWNYHFHKHZXRA55Q&marketplace=FLIPKART&q=What+Got+You+Here+Wont+Get+You+There%3A+How+Successful+People+Become+Even+More...&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=893b40a0-5263-4cfd-8039-efae65f57ef2.RBKGWHFWNYHFHKHZ.SEARCH&ppt=pp&ppn=pp&ssid=d6z4z1ng400000001745723140730&qH=9482ae6ede0954ea
The Leader Who Had No Title,4.5,194,https://www.amazon.in/Leader-Title-Hindi-million-copies/dp/8184952120/ref=sr_1_2_sspa?crid=PHXDV27BEDIY&dib=eyJ2IjoiMSJ9.1PQW9gWqw6hcXXC2jZphE_m79dj8vPiShl-kchnEdpIQCvXyrwx6tpv-Xo7cqC0mKqPkR0UTBmf90dq7nxpofqNxvoVg1AeBwlUvccu8aVptqKjq9XX5EiYyZ7reUgOyxdT5A8OqIXjLFpilhb83mZ_VFMatYvqgRtZzE7p2AXkyD4Fby2PQ6IJVr_gxc4eSKpZqn46YqClDHmS9I4Ieecdwajk-4baZCy0sGsSboW8.XjUDwiD6W8puLFYmmrdSCFmVx3OUqHUWu5EU_nKLDt0&dib_tag=se&keywords=The+Leader+Who+Had+No+Title&qid=1745723350&sprefix=the+leader+who+had+no+title%2Caps%2C659&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.5,242,https://www.flipkart.com/leader-had-no-title/p/itmfc5e4ngk65gyg?pid=9788184951196&lid=LSTBOK9788184951196VO1XIB&marketplace=FLIPKART&q=The+Leader+Who+Had+No+Title&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=2a6b73a0-f050-49f0-8067-b730141ac663.9788184951196.SEARCH&ppt=pp&ppn=pp&ssid=wvcg9tbr4w0000001745723293081&qH=0f8c1a8ef835e0f4
The Art of Public Speaking,4.4,130,https://www.amazon.in/Public-Speaking-Dale-Carnegie-Esenwein/dp/9353040817/ref=sr_1_1_sspa?crid=2TGC93Z5E9BLK&dib=eyJ2IjoiMSJ9.Mnf6cdLNk4WDFEPxLd6CJfkzySgscxyyBqV85NrzbGUDDvvE7p0Rw43I87qEs_tcgl7syUZb7-Rk-_NjG25kHEXfi_24cQ0g4mSVEK_2nxVas2tf-ClYElc-V0Fwwl8FWKoMInMpTLN78rxmF6Z70JgAGikVS31SShv04n1Y_IXUORQVKlY5BkkR_uj5sBrP9Poz9Jr_KWRkRLmFqGKEUa1EJI95GjSHdO7XDPPuRh4.HiieQpOsjaksNPviovNVb-o3OMASukjNDckynuNDdTA&dib_tag=se&keywords=The+Art+of+Public+Speaking&qid=1745723474&sprefix=the+art+of+public+speaking%2Caps%2C315&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.3,217,https://www.flipkart.com/art-public-speaking-1/p/itmc0eb3dd908b89?pid=9788184301915&lid=LSTBOK9788184301915FTNFJG&marketplace=FLIPKART&q=The+Art+of+Public+Speaking&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=en_thDLhz048dqrNCIGy18IEay28dpuf5QLHXhB07uDNcR8l49mWKuijGxGU0XsjI2nh9EQQCbWx2d_NwvC4lWktg%3D%3D&ppt=sp&ppn=sp&ssid=5zm06oqxog0000001745723543559&qH=923b3f912b0482fd
The Magic,4.6,324,https://www.amazon.in/MAGIC-BYRNE-RHONDA/dp/1849838399/ref=sr_1_3?crid=2XMC0Z4MWHKZ7&dib=eyJ2IjoiMSJ9.7qvOkHfmwxuI906OE7Lya7kLrj5heX1EStCttUSTbn_pIXllupULO48p594C6HK4bx_r3ywcRwnu99Z6nRw1wU0iZKUlpIPA1skL4jh5hwbfAxVrwWApu4Lhwdo6-xJy2SbpekyGDhnbpn9MS17FGU9Az6chlR5NbS-Bmz_tAnUI5kIhkNs44VntFMyuJWSqojXjqvHr8jXJesUjXPiz9V9AkORC0S7aoKhavQoSANU.goUmCy-dHn4DJZAdMXjL9DMwIddl5qWk1Tw1d33QzjI&dib_tag=se&keywords=the+Magic&nsdOptOutParam=true&qid=1745723703&sprefix=the+magic%2Caps%2C318&sr=8-3,4.5,129,https://www.flipkart.com/the-magic/p/itmfbhfah5yqpn6d?pid=9781849838399&lid=LSTBOK97818498383997PCCJW&marketplace=FLIPKART&q=The+Magic&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=en_55TRLRwwW62ZmzAFTcloM2npq-bT19tM83zStp9j_iLhdPn9eHg53Wbb_obtcnUtR06tmZ83T3J9yWUmm7XydQ%3D%3D&ppt=pp&ppn=pp&ssid=93rzz7cuwg0000001745723593661&qH=a07ac09a34387d3f
The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation,4.6,438,https://www.amazon.in/Heartfulness-Way-Heart-Based-Meditations-Transformation/dp/B07QM1L71P/ref=sr_1_3?crid=DVH8MBVZSWSP&dib=eyJ2IjoiMSJ9.tcjmEX8twQRG0zQucbI7oKPBljYBs6m1TVdJu7yN_yPllFibSaFO6KP9VtTDOfkhdrlZ0xX3jqWZLQcKMSW4_UEatE1j5UWkaRIkjYgOFs7KrvMvi9pa7HdTj8BUIwcgGjK20gChnHB0PS-VMcEK3SDOLUkQv12D-XSI3JEtqMHztS2PshepmM_d946MFM29WnDrxi4WNxY3x8Q9xjpkWnLRspJy1X6E7qf2-xSmLPA.UWB1GyqiP80VbyssKdbHvZOl952RjsWFkmztX-j4ilA&dib_tag=se&keywords=The+Heartfulness+Way%3A+Heart-Based+Meditations+for+Spiritual+Transformation&nsdOptOutParam=true&qid=1745723748&sprefix=the+heartfulness+way+heart-based+meditations+for+spiritual+transformation%2Caps%2C350&sr=8-3,4.7,248,https://www.flipkart.com/heartfulness-way-heart-based-meditations-spiritual-transformation-hindi/p/itm5ccfb6b58f430?pid=9789355432575&lid=LSTBOK9789355432575AXJ7S6&marketplace=FLIPKART&q=The+Heartfulness+Way%3A+Heart-Based+Meditations+for+Spiritual+Transformation&store=bks&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=c872c716-2b21-412a-839a-e2ccfdf0a4c8.9789355432575.SEARCH&ppt=sp&ppn=sp&ssid=wewdgmt1pc0000001745723808954&qH=e680e3008406851d
The Magic of thinking Big,4.2,215,https://www.amazon.in/Magic-Getting-What-You-Want/dp/B0D2YS9PGX/ref=sr_1_4?crid=1UBTAEU765VGQ&dib=eyJ2IjoiMSJ9.NnMR8mIrCsd_8mHhnY99zHcR1hbg2Rpg7ObVyDaTiRvVxD7ex7n73hi3GATFyYKz0xsY1-uRyiDGWeyZcFWLvPJmToPzJE3qmihJamNCt05p1nUvqUt4nB1KfjTvANlJ9uAyXO88kPbWtaW3YjiPLipAgUEO3oo3GF-NpP5YeREdZgQ-TXrp7nJ1nRpdc9QzU6QlS38_UyusMaszqKR01w.cczWzXwUOfsj-TibbMQI5AN4aTGnI_eTn5YsUIsB8oE&dib_tag=se&keywords=The+Magic+of+thinking+Big&qid=1745723916&s=audible&sprefix=the+magic+of+thinking+big%2Caudible%2C474&sr=1-4,4.4,217,https://www.flipkart.com/magic-thinking-big/p/itmffyzzbmdhny6h?pid=9789026699115&lid=LSTBOK97890266991159GPCOK&marketplace=FLIPKART&q=The+Magic+of+thinking+Big&store=bks&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=9bad903e-0b2e-4782-9228-30e43bc6e147.9789026699115.SEARCH&ppt=pp&ppn=pp&ssid=yuuivseuts0000001745723873002&qH=ff476ffbce07acfd
13 Steps to Bloody Good Marks,3.5,199,https://www.amazon.in/13-Steps-Bloody-Good-Mark/dp/9395767804/ref=sr_1_1?crid=1RY28BNQAX9BU&dib=eyJ2IjoiMSJ9.yaZbq7_LSHUxlLM34SyWDFwFxFDA1v3svE3OjT51SGU7yGLfFOHCfoQIkQgFq8UdCIbfG0waNHJL7f_F7UPsQeAP6F8yfJGh-XGjBQPyg7g.lqORNaC0ycN8L3b_ppyp67qfngDET_0U3rdtuso535o&dib_tag=se&keywords=13+Steps+to+Bloody+Good+Marks&qid=1745724011&s=audible&sprefix=13+steps+to+bloody+good+marks%2Caudible%2C351&sr=1-1,4.6,104,https://www.flipkart.com/13-steps-bloody-good-mark/p/itm46cc32d4911dd?pid=9789395767804&lid=LSTBOK9789395767804PMDXLF&marketplace=FLIPKART&q=13+Steps+to+Bloody+Good+Marks&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=b3ae680e-bdfc-4c62-9651-ec2ac80c0e04.9789395767804.SEARCH&ppt=pp&ppn=pp&ssid=xr0pdd4hgw0000001745724108344&qH=f1d4d1e27c4c32a7
Questions Are the Answers,4.3,150,https://www.amazon.in/Questions-Are-Answers-Allan-Pease/dp/8186775056/ref=sr_1_1_sspa?crid=2JY1DIVBQV36K&dib=eyJ2IjoiMSJ9.Dhx82tWkbi2AvEYwrqkgAF7ujwHKuZ0xXFBY-7OqR8g0K3nlpGTYR3fv1ChVAcGsibqjov9qRkTZydPcNqdCIFG4BaaqqiDcSsemvlZQlQrPXd7Qv94ZfyPIJ1gvdI91DyFtXQ82-TM3ZN3j363RDe6vGmOTsez6SGHQdLZHVssB8mtWOHxtZkIwCNfsi1nr1SG0-vOHVsEEEnAU3UU5w-rC3wT98UGT3UEMvmfVZ4M.cmvQ2uTFMtc1_sr9jl1vKH70t1TEeeyhoL3z0d-GqC8&dib_tag=se&keywords=Questions+Are+the+Answers&qid=1745726545&sprefix=questions+are+the+answers%2Caps%2C321&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.3,283,https://www.flipkart.com/questions-are-the-answers/p/itmezunpgnwnrdgt?pid=9788311341920&lid=LSTBOK9788311341920YDIYNC&marketplace=FLIPKART&q=Questions+Are+the+Answers&store=bks&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=15f384b9-75d6-4811-a340-25e4c4aae605.9788311341920.SEARCH&ppt=sp&ppn=sp&ssid=80dudnd11s0000001745726469801&qH=dab79b46328c2f0e
The Greatest Salesman in the World,4.4,197,https://www.amazon.in/Greatest-Salesman-World-Og-Mandino/dp/8179926877/ref=sr_1_2?crid=H0DY4L42WR95&dib=eyJ2IjoiMSJ9.9iR5v_MYbOo-Rsu63TEl0WjZwtkte6l5k_NVORln2gsnoP1omfMePPVpxdUZ6OxVRN9c1cIKcu6dwXTmWUFlyn8svUMMJWsNah2Ym64joCFGoGXRCd7tysF_OuWPZIKIo_adEGtkuLicGfsIqDM8wHaWukSike05iJv3hg2kqa5TGEJTixaOMIJb5h6RFF0ez4315hn0_D4sfTgYrgVxJUsfouY5zzxSvZswrUqTCMk.ihKTK2C5fLKsUSftBBXeq9Fc12rqmtS3DagTabxVtZQ&dib_tag=se&keywords=The+Greatest+Salesman+in+the+World&qid=1745726668&sprefix=the+greatest+salesman+in+the+world%2Caps%2C400&sr=8-2,4.4,197,https://www.flipkart.com/greatest-salesman-world/p/itmfc8rkzq8gds3j?pid=9788179926871&lid=LSTBOK9788179926871N49BXK&marketplace=FLIPKART&q=the+greatest+salesman+in+the+world&store=bks&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_34_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_34_na_na_ps&fm=Search&iid=0da14f08-2b5b-45e6-8324-32839e5d13b6.9788179926871.SEARCH&ppt=pp&ppn=pp&ssid=x3q6x1rmzk0000001745726621195&qH=a59f2e7f1464e108
Principles: Life and Work,4.6,991,https://www.amazon.in/Principles-Life-Work-Ray-Dalio/dp/1501124021/ref=sr_1_1?crid=240Z2A7GEVSHD&dib=eyJ2IjoiMSJ9.YnZ1Em-vWYKllNJWzQpCtmwyXTWbLXWdcMrp9TkUXPNper1EP92a4X8D3Jn4EAuW2AQnTxVWdgmx9CJFPkXg-l0z4Vx6-29nRKTnV8lb6ea9-NGAe2LZFVUw8bEhBq7e394_aSdvRxbG__0iJ7YUtqH1PF1UDbnozU_Bo50tv8ohcoVxaUGsGHBsd7tyXwPJI_MgYU9O3RinEjgLX5ULm1N2SvypW3XPBPC5Jb-waQc.qWAJOT9SPvonx1p01XUIoASLXWINF1ed3hZmlma5TXQ&dib_tag=se&keywords=Principles%3A+Life+and+Work&qid=1745726738&sprefix=principles+life+and+work%2Caps%2C307&sr=8-1,4.4,705,https://www.flipkart.com/principles-life-work-hindi/p/itm1bcf2a06c8927?pid=9789355433527&lid=LSTBOK9789355433527JSJMOM&marketplace=FLIPKART&q=Principles%3A+Life+and+Work&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4ff0169e-1abb-4502-9645-d7c96084f074.9789355433527.SEARCH&ppt=sp&ppn=sp&ssid=rs72942h4w0000001745726805424&qH=b94a7474742119db
"Know Your Worth: Stop Thinking, Start Doing (General Press)",4.3,256,https://www.amazon.in/Know-Your-Worth-Thinking-Start/dp/8180320235/ref=sr_1_1?crid=S1KAK9MBRMC7&dib=eyJ2IjoiMSJ9.W_pq-9bG6RwbIQSIjXTXmQ.ukfQIxY0P3j-h96I37lM5-kvSA0P3Btw6Y1jgzVxvhE&dib_tag=se&keywords=Know+Your+Worth%3A+Stop+Thinking%2C+Start+Doing+%28General+Press%29&nsdOptOutParam=true&qid=1745726953&sprefix=know+your+worth+stop+thinking%2C+start+doing+general+press+%2Caps%2C333&sr=8-1,4.4,260,https://www.flipkart.com/know-your-worth-stop-thinking-start-doing/p/itm2205af1d88991?pid=9788180320231&lid=LSTBOK9788180320231J5FQIJ&marketplace=FLIPKART&q=Know+Your+Worth%3A+Stop+Thinking%2C+Start+Doing+%28General+Press%29&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4f4b167f-0f75-4f5a-ba13-6ae7884faeaf.9788180320231.SEARCH&ppt=pp&ppn=pp&ssid=bx3xusobkg0000001745726888244&qH=678e258732bfef72
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,263,https://www.amazon.in/Little-Stunning-Success-Action-Mastery/dp/8184959893/ref=sr_1_1?crid=1C46EOKRE2HU1&dib=eyJ2IjoiMSJ9.cAnEO1aYWtigftZGjz88Yw.1wgQAyhzYMMef53ZzsauvgnyWhZvkAaMnbpm7VHsWiM&dib_tag=se&keywords=Little+Black+Book+for+Stunning+Success+%2B+Tools+for+Action+Master&nsdOptOutParam=true&qid=1745727009&sprefix=little+black+book+for+stunning+success+%2B+tools+for+action+master%2Caps%2C322&sr=8-1,4.5,276,https://www.flipkart.com/little-black-book-stunning-success-tools-action-mastery/p/itmeq4z28g4qx7mc?pid=9788184959895&lid=LSTBOK97881849598954LUY5V&marketplace=FLIPKART&q=Little+Black+Book+for+Stunning+Success+%2B+Tools+for+Action+Mastery&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=834afc6c-9c76-48f9-9a4b-2bfcf6a202a1.9788184959895.SEARCH&ppt=pp&ppn=pp&ssid=ovksvhb6io0000001745727061723&qH=0e3e0d06921b7c45
You are My Reason to Smile,4,168,https://www.amazon.in/s?k=You+are+My+Reason+to+Smile&crid=5TLFOJE4QZJG&sprefix=you+are+my+reason+to+smile%2Caps%2C337&ref=nb_sb_noss_1,4.4,197,https://www.flipkart.com/you-my-reason-smile/p/itmeq4uzzpqhpzns?pid=9789382665885&lid=LSTBOK9789382665885MA8LQI&marketplace=FLIPKART&q=You+are+My+Reason+to+Smile&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=cb1d940b-c63a-493d-ad18-eddd803bf481.9789382665885.SEARCH&ppt=pp&ppn=pp&ssid=v3lycyls740000001745727218901&qH=b9d2b1098511dc4c
