Name,Rating_in_Amazon,Price_in_Amazon,Amazon url,rating in flipkart,price in flipkart,flipkart url
Inspiring Thoughts (Inspiring Thoughts Quotation Series),4.3,150,https://www.amazon.in/Inspiring-Thoughts-Quotation/dp/8170287499/ref=sr_1_1?crid=WALKSCIZVSTP&dib=eyJ2IjoiMSJ9.AyJ0g6QMoO03RH1p-ULboVUgtnLUR1MmAKqp7Cza48klFvGbDHIA0mUEKeoa3iTB3-FrodlwXDx1Jq46sMCK0AudLHFSKJxx0DTM3HwVOxCLLvZ5oz5XkyGeT6TVJlBhxEceh50tdvBgC8dKdmhQNYz-lLwUbkBwKhtB4SNMVzOzDgwK1mPCfTQ0gG6ad8adQz-a-xfAKVN18fderhXdoo9qr6lQhEzpNEJIz8sCWxw.uSP2_mEmJKUBCSib-yQoflgNkZOEJCDgc637gnBaW5E&dib_tag=se&keywords=Inspiring+Thoughts+%28Inspiring+Thoughts+Quotation+Series%29&nsdOptOutParam=true&qid=1745730806&s=books&sprefix=inspiring+thoughts+inspiring+thoughts+quotation+series+%2Cstripbooks%2C322&sr=1-1,3.6,294,https://www.flipkart.com/inspiring-thoughts-inspiring-quotation-series-set-2-books/p/itm62fc5c7df63bb?pid=RBKGZ9VYHFGAZPCY&lid=LSTRBKGZ9VYHFGAZPCY7CVFR7&marketplace=FLIPKART&q=Inspiring+Thoughts+%28Inspiring+Thoughts+Quotation+Series%29&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=7bedc2f1-bb45-4bc0-8024-e9e56ffeaa29.RBKGZ9VYHFGAZPCY.SEARCH&ppt=pp&ppn=pp&ssid=cecmyl2n5c0000001745730696350&qH=ecbcbad6a60f158a
"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",4.4,990,https://www.amazon.in/Second-Rule-Transform-Confidence-Everyday/dp/B06WP858SB/ref=sr_1_1?crid=211QF0GH0NV4T&dib=eyJ2IjoiMSJ9.dtkBiD9HNEMjHHBXUCtQYec9T568YIumPAnv4OtLNXHsP6bh5m3-YflPXXEw4ki8ftyoxd-EVUy4hFR4Vi2dg3RSNefw6n93tzH-cyeF7S4.6OcLXGm5Ol2KyOcGQsNlQwAoU2qqP2b9cpI9zpfVg-M&dib_tag=se&keywords=The+5+Second+Rule%3A+Transform+your+Life%2C+Work%2C+and+Confidence+with+Everyday+Courage&nsdOptOutParam=true&qid=1745730856&s=books&sprefix=the+5+second+rule+transform+your+life%2C+work%2C+and+confidence+with+everyday+courage%2Cstripbooks%2C340&sr=1-1,4.5,832,https://www.flipkart.com/5-second-rule-transform-your-life-work-confidence-everyday-courage/p/itm32d698bbf1ff7?pid=9781638063087&lid=LSTBOK9781638063087TX4QWV&marketplace=FLIPKART&q=The+5+Second+Rule%3A+Transform+your+Life%2C+Work%2C+and+Confidence+with+Everyday+Courage&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=en_Hd3UhrlT4qmH4nNPF9WXWXd7fBLow6KvhzAbbrw2gLESKWkVNOYmzLRGurzT0UI8_JBBSOt5QLFiivCOHjGdrg%3D%3D&ppt=pp&ppn=pp&ssid=sxxbli0x4g0000001745730972542&qH=3767cbdc97480093
How to Prepare for Logical Reasoning for CAT,4.4,618,https://www.amazon.in/Logical-Reasoning-Preparation-Previous-Solved/dp/9355325118/ref=sr_1_1_sspa?crid=3V9402YK5797C&dib=eyJ2IjoiMSJ9.eiIs5ZR1xykbMDH_E0_-Z5qcEgQSVFlid4oQLHxYw12ZrZT8WW4XcwnnY0pws9j_dzSV_6nqO0On3zqF7kka4y4ixCqeYo_nE3i7UJWp5t00tQXt9DRkyYIYdWTClKfeemP-rsjOvjwFhgAoIQox0qmWjBGvnEsYPHZwLY9gyJAl1dAz-aD-zgIgx90O-CXy0rSI4PB0TmeRhny0eFqTdtZT4msnKuq4YSD82CPIGdA.BGx1oKelM6UBIdub8vv9zpkcYxgdbUFJp5Av9R6HzJo&dib_tag=se&keywords=How+to+Prepare+for+Logical+Reasoning+for+CAT&nsdOptOutParam=true&qid=1745731065&s=books&sprefix=how+to+prepare+for+logical+reasoning+for+cat%2Cstripbooks%2C331&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.1,662,https://www.flipkart.com/prepare-logical-reasoning-common-admission-test-other-management-examinations-fourth/p/itmevpzy2ke4fpqq?pid=9789352606948&lid=LSTBOK9789352606948SEEZFH&marketplace=FLIPKART&q=How+to+Prepare+for+Logical+Reasoning+for+CAT&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3441b106-d842-47d9-b1b7-2673a6cfaf5e.9789352606948.SEARCH&ppt=pp&ppn=pp&ssid=2vkl4qebc00000001745731017966&qH=4d64bc592700d0e4
Sanyasi Jisne Apni Sampati Bech Di: The Monk Who Sold His Ferrari (Hindi),4.4,166,https://www.amazon.in/Ferrari-Sanyasi-Jisne-Sampati-Hindi-ebook/dp/B01M3TUIQV/ref=sr_1_1?crid=72KF57UW719F&dib=eyJ2IjoiMSJ9.-n0omDrDIac4zCisg5Mw8w.oTPLnvuzQcXHWzkdbCeTzTCZ3JKOI--0vgHI9GO81pA&dib_tag=se&keywords=Sanyasi+Jisne+Apni+Sampati+Bech+Di%3A+The+Monk+Who+Sold+His+Ferrari+%28Hindi%29&nsdOptOutParam=true&qid=1745731182&s=books&sprefix=sanyasi+jisne+apni+sampati+bech+di+the+monk+who+sold+his+ferrari+hindi+%2Cstripbooks%2C487&sr=1-1,4.4,215,https://www.flipkart.com/monk-sold-his-ferrari-sanyasi-jisne-apni-sampati-bech-di/p/itmedf66455c683e?pid=9788179924945&lid=LSTBOK9788179924945YDYQM2&marketplace=FLIPKART&q=Sanyasi+Jisne+Apni+Sampati+Bech+Di%3A+The+Monk+Who+Sold+His+Ferrari+%28Hindi%29&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=868d1222-f0e2-4754-ba85-426d2e293bb0.9788179924945.SEARCH&ppt=pp&ppn=pp&ssid=2mpuus23lc0000001745731245057&qH=c22863fb48c220a8
Xam Idea Chemistry Class 12 for 2019 Exam,4.1,750,https://www.amazon.in/Idea-Sample-Papers-Chemistry-Class/dp/9388272366/ref=sr_1_3?crid=Q64NW1TFJA6Q&dib=eyJ2IjoiMSJ9.5MhnU2Ghfe20TqX96-WHKHotiJvdmuM8NVU4-1H1WfiATW9rdggslO33pjXFtrx5caxO_11n6BRDaS-eFsQysg.Pno4d0Dd-7kwWXhkrxuE38UdI1HegQEcBCZizRJIKmI&dib_tag=se&keywords=Xam+Idea+Chemistry+Class+12+for+2019+Exam&nsdOptOutParam=true&qid=1745731375&s=books&sprefix=xam+idea+chemistry+class+12+for+2019+exam%2Cstripbooks%2C305&sr=1-3,4.5,762,https://www.flipkart.com/xam-idea-chemistry-class-12-book-cbse-board-chapterwise-question-bank-based-revised-syllabus-ncert-questions-included-2023-24-exam/p/itmee51e074557e7?pid=RBKHF2HSPTY8FHGY&lid=LSTRBKHF2HSPTY8FHGYP2AGQP&marketplace=FLIPKART&q=Xam+Idea+Chemistry+Class+12+for+2019+Exam&store=bks&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=bb0d4b60-aa0e-4bd8-bf40-102a11518563.RBKHF2HSPTY8FHGY.SEARCH&ppt=pp&ppn=pp&ssid=kbv64k6m400000001745731331665&qH=f915c69727628d1b
Success - the Best of Napoleon Hill,4.2,214,https://www.amazon.in/Super-Success-Ke-Golden-Rules/dp/9352660560/ref=sr_1_1_sspa?dib=eyJ2IjoiMSJ9.KCtQ5nIIpbEjP4fgyHWlY7b9G-1AK3XuYfL0tKm9VlGKCo2_YFesTEvX_8bukPkW0NTthgTVQwhlwBS2F6DjV0HyRYBnq8CCqQl-2ZHy-Pu2ch9bkhMEuEMMs0sGPNbCqB9Pxvjl3BM1wvH7leCl356uEudiWSSYZriYJH3Xtmdd4fpddxzCFal2hvx3qp_ONQ6DQtjCbeBqnLPqyW5KqPy7PJiwn1lOtcPouI2Vxt0.TGHs0g-xwvaFy-sgnPgKN0WfeNmUHbc5HSfIgUkmKxQ&dib_tag=se&keywords=Success+-+the+Best+of+Napoleon+Hill&qid=1745749150&s=books&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.2,248,https://www.flipkart.com/the-science-of-success/p/itme9tuzqnnjmcu8?pid=9788184957105&lid=LSTBOK9788184957105MV7BPW&marketplace=FLIPKART&q=Success+-+the+Best+of+Napoleon+Hill&store=bks&srno=s_1_7&otracker=search&otracker1=search&fm=Search&iid=e2c47951-47a7-4bc4-8943-ffd7c525f9da.9788184957105.SEARCH&ppt=pp&ppn=pp&ssid=yl2gtoa7o00000001745749229840&qH=f09efd1e41e6ed50
Everything You Wanted To Know About Stock Market Investing - Revised & Updated...,4.1,1499,https://www.amazon.in/Everything-Wanted-About-Market-Investing/dp/9387860191/ref=sr_1_1?crid=RBGZYJZR1Y47&dib=eyJ2IjoiMSJ9.KMiX-eugjFqug-fvxRriCn3MVXyVpEgO4I-7GKQpGmttASzb9lbE3vuKNFCKQkzY.a7OXa3v8az5cvXwnWBgM07TY9C6It4jXJ_t1jwISzgg&dib_tag=se&keywords=Everything+You+Wanted+To+Know+About+Stock+Market+Investing+-+Revised+%26+Updated...&nsdOptOutParam=true&qid=1745749371&s=books&sprefix=everything+you+wanted+to+know+about+stock+market+investing+-+revised+%26+updated...%2Cstripbooks%2C290&sr=1-1,3,264,https://www.flipkart.com/everything-you-wanted-know-stock-market-investing-1st/p/itmdf894fzuvc6hu?pid=9789380200057&lid=LSTBOK9789380200057ROYUYD&marketplace=FLIPKART&q=Everything+You+Wanted+To+Know+About+Stock+Market+Investing+-+Revised+%26+Updated...&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=9899550b-6c5f-4cf0-b1ac-9350e432efae.9789380200057.SEARCH&ppt=pp&ppn=pp&ssid=9s919zrh9c0000001745749307395&qH=853b22cffbb51eb2
Discover Your Destiny 15 million copies sold,4.4,224,https://www.amazon.in/Discover-Your-Destiny-million-copies/dp/8179923274/ref=sr_1_1?crid=BOBW8RFQSWUW&dib=eyJ2IjoiMSJ9.pfznEU2ROFZJYKLeG48OnA.gE1ydOjRIgx4x09HDXAE3LbFA76lsGyvzDydPfyAhKo&dib_tag=se&keywords=Discover+Your+Destiny+15+million+copies+sold&qid=1745749470&s=books&sprefix=discover+your+destiny+15+million+copies+sold%2Cstripbooks%2C348&sr=1-1,3.9,1123,https://www.flipkart.com/discover-your-destiny-monk-sold-his-ferrari/p/itmfbqv8meptwjgw?pid=9780007195718&lid=LSTBOK97800071957182DCMLU&marketplace=FLIPKART&q=Discover+Your+Destiny+15+million+copies+sold&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=508ccc98-181f-439a-a15a-f282b7d5d9c5.9780007195718.SEARCH&ppt=sp&ppn=sp&ssid=j1vh7dd7eo0000001745749521771&qH=fcd348a2db558c13
Understanding Physics for JEE Main & Advanced Electricity & Magnetism,4.3,622,https://www.amazon.in/Arihant-Understanding-Physics-Main-Advanced/dp/9368403066/ref=sr_1_1?crid=2UEFBSAGR9JK1&dib=eyJ2IjoiMSJ9.liRFc8oz3NoPG9CtUlruCEwVAbUR8jfMCqne2Q-DyN1onZiCg1A8FOaL6KonjCtznNdD0m3E8CU1xj4x7FalbtmS4GDz-Qt8JGGNLC8B1Rlk6Tn4WRGzhYMR6dVYZ6wg-Cw7-Qo6yne4nWNgtZwLMrFJvqiYXSxwGyV0B4BJzICW_GCNPIckefpf7XQLQ88XuPgwccApSoq9JKfn9Y9wMvL9M5bNtfuwocf6jn-0PEU.ydz1rpuOzw71Mq5D7qmnDD7_LL845IUKcQosOfrZNbE&dib_tag=se&keywords=Understanding+Physics+for+JEE+Main+%26+Advanced+Electricity+%26+Magnetism&nsdOptOutParam=true&qid=1745749748&s=books&sprefix=understanding+physics+for+jee+main+%26+advanced+electricity+%26+magnetism%2Cstripbooks%2C576&sr=1-1,4.6,615,https://www.flipkart.com/arihant-understanding-physics-jee-main-advanced-2025-electricity-magnetism-dc-pandey-revised-main-advanced-preparation/p/itm76138e53af91c?pid=9789368403067&lid=LSTBOK97893684030670GLNUF&marketplace=FLIPKART&q=Understanding+Physics+for+JEE+Main+%26+Advanced+Electricity+%26+Magnetism&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=f31d9d1a-3a74-47d9-a56b-598f72bf983c.9789368403067.SEARCH&ppt=pp&ppn=pp&ssid=6tbg6us3g00000001745749688981&qH=3a99fc5b4fffc69e
GATE 2019: Mechanical Engineering - Previous Solved Papers,4.3,316,https://www.amazon.in/GKP-GATE-2025-Instrumentation-Chapter-wise/dp/9356817316/ref=sr_1_1_sspa?crid=226HM1X6N1YMR&dib=eyJ2IjoiMSJ9._U1lEksgvAcnU3BPLkbe5htJuUlyiuvTcJ_iT31XpOTa1_YLZ2FIcia14fzN0PpCdzYfGyef1ob5-6vhZAEupnoG0uJJSfQEqAOTsl799EmRcq69gtXlyKB1RrC9O8WI_lbH8_oILM1BC20JiEMrTLmuI4G6XEjNQFg2Y7kyXRt62cPhSnv72YT13hwgDNc7ksXN1YW_7trwP6vdmxPW3sKUzVudoBXsXpxZ3TbS82A.YIyCGyqEe8IJblbcZh7QV6AE9gTYeSkC8KE0hngPVYo&dib_tag=se&keywords=GATE+2019%3A+Mechanical+Engineering+-+Previous+Solved+Papers&nsdOptOutParam=true&qid=1745749796&s=books&sprefix=gate+2019+mechanical+engineering+-+previous+solved+papers%2Cstripbooks%2C572&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4,457,https://www.flipkart.com/gate-chapterwise-previous-years-solved-papers-2023-2000-mechanical-engineering/p/itm86e2edb5df3c0?pid=9789388129060&lid=LSTBOK97893881290601MBJBE&marketplace=FLIPKART&q=GATE+2019%3A+Mechanical+Engineering+-+Previous+Solved+Papers&store=bks&srno=s_1_9&otracker=search&otracker1=search&fm=Search&iid=b6367c3c-c297-49f9-a03e-e6c5e33e4e41.9789388129060.SEARCH&ppt=pp&ppn=pp&ssid=5x2gmuyhdc0000001745749852911&qH=87f816ea3eac0de3
Adiyogi: The Source of Yoga,4.6,214,https://www.amazon.in/Adiyogi-Source-Yoga-Sadhguru/dp/9352643925/ref=sr_1_2?crid=2H03368E2E8ZV&dib=eyJ2IjoiMSJ9.Gt86jrAj5lpoJREgiVG8dVDk2gEO_hlZRsO2RS9y3U9QmOTXVThSW1NSV_ppxpTbtzDs19Eo4WQXhxH0aTgt0D51rGq0DpBeQ611gwKwnwS22Q8MHdHcSKRKQDun-XfH7bBw6z8gq9jpAmoYybl1kDzayKxeuY5TWXu7DuLN3CfNL4cOEigIPvVxEmA6CSja.vbCCVnO-4IpAANQgMkukFTZo_-Lsu9CqMUcz8RT7IWM&dib_tag=se&keywords=Adiyogi%3A+The+Source+of+Yoga&qid=1745749957&s=books&sprefix=adiyogi+the+source+of+yoga%2Cstripbooks%2C558&sr=1-2,4.3,548,https://www.flipkart.com/adiyogi-source-yoga-special-collector-s-free-magnet-hardback-slipcase-sadhguru/p/itm8a4591f256c66?pid=9789369892792&lid=LSTBOK9789369892792XPRH0H&marketplace=FLIPKART&q=Adiyogi%3A+The+Source+of+Yoga&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=7f3fb33a-7897-4bdd-9ab5-bcdf308d62fc.9789369892792.SEARCH&ppt=pp&ppn=pp&ssid=68quyrerb40000001745749904310&qH=30190433c1905575
Mirror Work: 21 Days to Heal Your Life,4.6,231,https://www.amazon.in/Mirror-Work-Days-Heal-Your/dp/9381431922/ref=sr_1_1_sspa?crid=3L9ITJQNG5BJF&dib=eyJ2IjoiMSJ9.z0FOvGh2xvPvfqPrARYVIzvUxrcjeupt81QC2ZjjkFrIRZie9Wh6kzIXQVn7VvqqZ-t7S0uiyJRapULwBpj_1sNWNZeo94U71YsYBXmKKj-vb1n2F8NIJO3MfOr0fEMZiWuNtqrBdyzHrBXTsjqSjbOYeJggsGeWGQ_5zIVCYy9yCIpQCF15wLEIiwozYNIQmMms7LhDFkFqhRkvLtjrcg.Rm-Nrewtl1iV7soBYCO2Cc3jProkNbR7ExBYFONOLnU&dib_tag=se&keywords=Mirror+Work%3A+21+Days+to+Heal+Your+Life&nsdOptOutParam=true&qid=1745750010&s=books&sprefix=mirror+work+21+days+to+heal+your+life%2Cstripbooks%2C373&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.5,231,https://www.flipkart.com/mirror-work-21-days-heal-your-life/p/itmf4mhdbkpvhwjz?pid=9789381431924&lid=LSTBOK9789381431924ZPXYGU&marketplace=FLIPKART&q=Mirror+Work%3A+21+Days+to+Heal+Your+Life&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=0f4f516e-f0a5-4300-a863-d7df3bcdee05.9789381431924.SEARCH&ppt=pp&ppn=pp&ssid=vu5yv4n3cw0000001745750076394&qH=36c80a8bae755a03
Hero (Secret (Rhonda Byrne)),4.6,493,https://www.amazon.in/Hero-Secret-Rhonda-Byrne/dp/1471133443/ref=sr_1_1?crid=2QOLQHK3H8HWB&dib=eyJ2IjoiMSJ9.07lW345ltDkMywBPOBzVJah5KnfXR__3tgh9L5tiSa_gldbNm-2Fu_M4jXXXhXfHsKbZYdwmI7j0SsIJaaoIt8nKpJ-7-qvOdz9X-EnRyFccCKjPmqEMYgyePZGAnZxvP8VdFA1v5rtCTYdWFPDrSgMXCSNDGBuj1dvcemwJS2WP7eXUxeIp5JyDrCyVXRQK80hh3qB52jL1oQLvE8u0wvWBg-bAEAZkuIA34J0SQk4.HXzNNHzrF9Fi_RBeFnEYz9OyeM6M0RkQqDjbxiL_pwc&dib_tag=se&keywords=Hero+%28Secret+%28Rhonda+Byrne%29%29&nsdOptOutParam=true&qid=1745750218&s=books&sprefix=hero+secret+rhonda+byrne+%2Cstripbooks%2C363&sr=1-1,4.6,212,https://www.flipkart.com/hero-secret-rhonda-byrne/p/itm98394f122b1b6?pid=RBKG8TZNFTAZN4SS&lid=LSTRBKG8TZNFTAZN4SSPQV0YL&marketplace=FLIPKART&q=Hero+%28Secret+%28Rhonda+Byrne%29%29&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=31081483-625e-4ce8-8a21-51498f75749d.RBKG8TZNFTAZN4SS.SEARCH&ppt=pp&ppn=pp&ssid=jx2x3c5rsw0000001745750121096&qH=343ba91617b1e940
How to Get From Where You Are to Where You Want to be,4.6,270,https://www.amazon.in/How-Get-Where-You-Want/dp/0007265492/ref=sr_1_1?crid=EMGRQV2Q3AXI&dib=eyJ2IjoiMSJ9.Esh4Ho2Mh2aA932tUHf4EuW_-mPkMbrNVchXhlwQgWCCjICUt1Aje-61la4t8G3LA_OOJXnAEAYeo2A37uMVA05cXMRDKRwo9PmtOKY0OYjR7pp9FLJczHAE24WSk8t3ZFArsVshpFGANn3T00SjLzLdREquiA7-sj6dcuYs64LAcjQx_RrHDWsSS7mj1Ll8KwPFGpQqmHg56HfeiJD-jQg-chbmGUruRvl-2g2CPMQ.sNnNDbC0V4eSAwDJF56uJu0YLLRvNDvUyS7KV9cSUL0&dib_tag=se&keywords=How+to+Get+From+Where+You+Are+to+Where+You+Want+to+be&nsdOptOutParam=true&qid=1745750263&s=books&sprefix=how+to+get+from+where+you+are+to+where+you+want+to+be%2Cstripbooks%2C332&sr=1-1,4.7,451,https://www.flipkart.com/get-you-want/p/itmezunpsqz6qphw?pid=9780007245758&lid=LSTBOK9780007245758RGSOPU&marketplace=FLIPKART&q=How+to+Get+From+Where+You+Are+to+Where+You+Want+to+be&store=bks&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=86f6cba5-6280-458c-946e-c661e7dd4b28.9780007245758.SEARCH&ppt=pp&ppn=pp&ssid=k9mbo0rn0g0000001745750170702&qH=1aaa42aca7f2112b
Oswaal CBSE Question Bank Class 9 Science Chapterwise and Topicwise (For March...,4.6,418,https://www.amazon.in/Oswaal-Question-Science-Chapterwise-Topicwise-ebook/dp/B07S3WK9QN/ref=sr_1_1?crid=12XG2QSQ9EQDW&dib=eyJ2IjoiMSJ9.J2hDr6_LAO8j9ybyCV0VlhWbTbpTmlAN4epMnVWf_UGeWo4U3Z7n4Ao7LHoAFhgagtOikRm0USqXMmsNIzTGagb2dTW4GW1VD4Q1g3y__oBECHXdszdewbBHjU3LIWB2wAdMMex_kIKkkL2EYkS2A7rXoRDpR_q0ayLIQjo4_BmAPAK4jHE_xwWb2atraZSi.ZWkT4PysVzOf2hKfRvcAzaBjhZzdefCTw_3lx4LUIvk&dib_tag=se&keywords=Oswaal+CBSE+Question+Bank+Class+9+Science+Chapterwise+and+Topicwise+%28For+March...&nsdOptOutParam=true&qid=1745750316&s=books&sprefix=oswaal+cbse+question+bank+class+9+science+chapterwise+and+topicwise+for+march...%2Cstripbooks%2C557&sr=1-1,4.3,373,https://www.flipkart.com/cbse-question-bank-chapterwise-topicwise-solved-papers-class-9-social-science-for-exam-2024-25/p/itmdc2887a2e5fc3?pid=9789359589978&lid=LSTBOK9789359589978CYGXTN&marketplace=FLIPKART&q=Oswaal+CBSE+Question+Bank+Class+9+Science+Chapterwise+and+Topicwise+%28For+March..&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=98d55875-7573-4232-b4d3-471a4f28afaa.9789359589978.SEARCH&ppt=pp&ppn=pp&ssid=06ieggu8k00000001745750365003&qH=a45c87aefb846ad9
The Business School,4.4,249,https://www.amazon.in/Business-School-Robert-T-Kiyosaki/dp/8186775811/ref=sr_1_1_sspa?crid=XPL26XKPOB02&dib=eyJ2IjoiMSJ9.loWu5h7qmC-xwK0VgptxCb-xEOqs_3IOqdFg4qqVoBLUBU9sVDsS-JFWZY8sN1oUa8DlwtI2EMq7BM1Jo99ZcAkr6i2zBXQ98WAo7Kk1u1vVEk7NyM8qt4NhaN2DnhBqMqY6xsHKWozxnlgCs2vkyKBzalZa9FxIRPf3-OZmiSACw7Xpp0rJJSnDR8PHxffGCKshNn8q5mgjcqMo4L5kZoE_o1DPEgHTEfQtNpfoC3o.9fdIS77osFLFjH13J2dsqPruoqlPn1Umg7s9b_ITm6Y&dib_tag=se&keywords=The+Business+School&qid=1745750443&s=books&sprefix=the+business+school%2Cstripbooks%2C390&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.5,261,https://www.flipkart.com/rich-dad-s-business-school/p/itm8ac5b0e3a48ef?pid=9788186775813&lid=LSTBOK9788186775813UU5HHN&marketplace=FLIPKART&q=The+Business+School&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=e70fcda9-a5e9-4557-9266-53f110c324ee.9788186775813.SEARCH&ppt=pp&ppn=pp&ssid=t55801qi800000001745750401923&qH=adfd43eb58722654
